Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953115501,1.164918946,1.059017224,1.231990037,2.399415434,0.429056209,0.375204938
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0,14.47915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,--,--,--,0,0,0,146.9104,200.23605,230.2538,231.6664,211.53685,196.3514,193.87935,227.78175,222.4845,271.9255,222.8004423,204.2955395,220.9453156,194.8427226,236.8852051,214.2169203,103.3114368,18.40012774
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,139.1411,139.49425,187.8758,420.60165,492.2911,559.74275,573.86875,662.5094,613.0684,697.1181,675.9291,622.60345,626.13495,625.7818,614.83415,546.8180378,530.8100127,546.5665228,618.8115545,623.9004128,517.7936671,332.0788733,391.7814654,379.1755721
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkiye,0,0,0,0,0,0,0,1.094765,15.362025,25.00302,22.919435,25.179595,21.718725,24.120145,22.354395,22.03656,23.8376097,22.2484482,23.689078,26.817161,20.39655277,13.55237746,20.54135841,31.65185932
Turkmenistan,1380.8165,1363.159,1483.23,1532.671,1483.23,1596.238,1636.4971,1850.506,1970.577,594.7046,709.47835,1244.5006,1264.63015,1457.45005,1589.175,1423.1945,1284.407729,1346.808804,1485.287984,1531.706592,1361.394809,1399.10754,1573.868652,1459.703059
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Territories,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,501.473,526.1935,519.1305,109.4765,113.008,98.882,91.819,0,0,0,0,0,0,0,0,0,0,4.779992,0,0
United Arab Emirates,245.43925,250.0302,252.50225,251.08965,264.1562,252.1491,250.7365,269.1003,266.62825,247.55815,270.15975,450.97255,268.394,261.331,284.85079,273.903233,272.843792,264.8273551,265.9515053,272.2779653,240.6456653,267.0059153,247.6750653,242.3678683
United Kingdom,530.07815,457.32925,459.095,536.788,346.087,325.6043,360.213,367.276,406.1225,429.78355,564.96937,592.72696,461.884885,348.170585,404.404611,500.3475263,368.3589904,404.271527,273.8792921,292.3024132,339.2813896,242.7189456,827.9528318,559.4710281
United States,243.71586,373.278095,516.232962,679.922323,854.137609,728.600537,723.958099,822.453577,963.262554,1072.357038,1136.789362,1505.64994,1618.828354,1572.413251,1514.241844,1783.512487,2335.448179,3153.804156,3607.84114,4657.657379,5284.67798,6652.608779,6903.902129,7609.597121
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,480.284,632.1385,395.528,360.213,342.5555,406.1225,446.73475,519.1305,529.725,536.788,508.536,423.78,360.213,476.7525,284.28575,266.62825,357.387029,331.6843483,509.300562,466.5156686,154.0150496,177.6328361,91.06879516,46.19516032
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wake Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0,14.8323,186.81635,308.6531,241.20145,328.78265,310.772,66.74535,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
